symbol,start_date,end_date,actual_frequencies,digit_type,target
DOTUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.34073560027758504, 0.20680083275503122, 0.11103400416377515, 0.07147814018043026, 0.06315058986814712, 0.06662040249826509, 0.054823039555863984, 0.049271339347675226, 0.03608605135322693]",first,TA
DOTUSDT,2024-01-01-00:00,2024-01-02-00:00,"[0.12005551700208189, 0.10478834142956281, 0.10756419153365718, 0.1054823039555864, 0.11589174184594032, 0.10617626648161, 0.0936849410131853, 0.0784177654406662, 0.0791117279666898, 0.08882720333102012]",second,TA
DOTUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.2824427480916031, 0.21443442054129078, 0.14642609299097847, 0.10340041637751561, 0.07078417765440666, 0.05065926439972242, 0.0527411519777932, 0.04302567661346287, 0.03608605135322693]",first,TA
DOTUSDT,2024-01-02-00:00,2024-01-03-00:00,"[0.12144344205412907, 0.10895211658570438, 0.10270645385149202, 0.11242192921582235, 0.08674531575294935, 0.09507286606523248, 0.10895211658570438, 0.08743927827897294, 0.08535739070090215, 0.09090909090909091]",second,TA
DOTUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.33657182512144346, 0.19083969465648856, 0.11589174184594032, 0.07633587786259542, 0.08119361554476058, 0.05690492713393477, 0.05343511450381679, 0.049271339347675226, 0.0395558639833449]",first,TA
DOTUSDT,2024-01-03-00:00,2024-01-04-00:00,"[0.12699514226231784, 0.11034004163775156, 0.10617626648161, 0.10617626648161, 0.10617626648161, 0.09437890353920889, 0.08119361554476058, 0.09784871616932686, 0.0916030534351145, 0.0791117279666898]",second,TA
DOTUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.2775850104094379, 0.20471894517696043, 0.1589174184594032, 0.09646079111727966, 0.08119361554476058, 0.047883414295628035, 0.05065926439972242, 0.03539208882720333, 0.04718945176960444]",first,TA
DOTUSDT,2024-01-04-00:00,2024-01-05-00:00,"[0.1179736294240111, 0.09923664122137404, 0.11519777931991672, 0.10895211658570438, 0.08396946564885496, 0.09507286606523248, 0.08674531575294935, 0.09299097848716169, 0.09299097848716169, 0.10687022900763359]",second,TA
DOTUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.315058986814712, 0.18806384455239417, 0.1339347675225538, 0.10270645385149202, 0.061068702290076333, 0.0652324774462179, 0.05135322692574601, 0.04580152671755725, 0.03678001387925052]",first,TA
DOTUSDT,2024-01-05-00:00,2024-01-06-00:00,"[0.09576682859125607, 0.12283136710617627, 0.10617626648161, 0.11658570437196392, 0.09646079111727966, 0.08952116585704371, 0.11103400416377515, 0.08396946564885496, 0.09646079111727966, 0.08119361554476058]",second,TA
DOTUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.3199167244968772, 0.17626648160999306, 0.11866759195003469, 0.08813324080499653, 0.08258154059680778, 0.05065926439972242, 0.06800832755031229, 0.05065926439972242, 0.04510756419153366]",first,TA
DOTUSDT,2024-01-06-00:00,2024-01-07-00:00,"[0.11866759195003469, 0.1193615544760583, 0.11589174184594032, 0.0936849410131853, 0.10895211658570438, 0.09507286606523248, 0.09854267869535045, 0.08882720333102012, 0.0784177654406662, 0.08258154059680778]",second,TA
DOTUSDT,2024-01-07-00:00,2024-01-08-00:00,"[0.3518390006939625, 0.17210270645385148, 0.10895211658570438, 0.08743927827897294, 0.07356002775850104, 0.0659264399722415, 0.04580152671755725, 0.05135322692574601, 0.04302567661346287]",first,TA
DOTUSDT,2024-01-07-00:00,2024-01-08-00:00,"[0.10617626648161, 0.12699514226231784, 0.10964607911172797, 0.10687022900763359, 0.09437890353920889, 0.09576682859125607, 0.09090909090909091, 0.09507286606523248, 0.09090909090909091, 0.08327550312283137]",second,TA
DOTUSDT,2024-01-08-00:00,2024-01-09-00:00,"[0.2914642609299098, 0.18598195697432338, 0.1339347675225538, 0.09437890353920889, 0.0922970159611381, 0.06939625260235947, 0.056210964607911175, 0.03747397640527411, 0.0388619014573213]",first,TA
DOTUSDT,2024-01-08-00:00,2024-01-09-00:00,"[0.1179736294240111, 0.11450381679389313, 0.10478834142956281, 0.11658570437196392, 0.09576682859125607, 0.08188757807078417, 0.09646079111727966, 0.10201249132546843, 0.08952116585704371, 0.08049965301873699]",second,TA
DOTUSDT,2024-01-09-00:00,2024-01-10-00:00,"[0.31228313671061764, 0.19569743233865372, 0.1325468424705066, 0.07356002775850104, 0.07633587786259542, 0.05690492713393477, 0.04718945176960444, 0.05690492713393477, 0.048577376821651634]",first,TA
DOTUSDT,2024-01-09-00:00,2024-01-10-00:00,"[0.11519777931991672, 0.12283136710617627, 0.10756419153365718, 0.10270645385149202, 0.08535739070090215, 0.09646079111727966, 0.09576682859125607, 0.08396946564885496, 0.09715475364330327, 0.09299097848716169]",second,TA
DOTUSDT,2024-01-10-00:00,2024-01-11-00:00,"[0.3337959750173491, 0.19430950728660654, 0.10617626648161, 0.08952116585704371, 0.08258154059680778, 0.05135322692574601, 0.05690492713393477, 0.041637751561415685, 0.04371963913948647]",first,TA
DOTUSDT,2024-01-10-00:00,2024-01-11-00:00,"[0.12560721721027066, 0.11172796668979876, 0.10270645385149202, 0.11380985426786953, 0.08258154059680778, 0.09715475364330327, 0.1054823039555864, 0.0798056904927134, 0.08813324080499653, 0.09299097848716169]",second,TA
DOTUSDT,2024-01-11-00:00,2024-01-12-00:00,"[0.2879944482997918, 0.1443442054129077, 0.11103400416377515, 0.11727966689798751, 0.08535739070090215, 0.07633587786259542, 0.06870229007633588, 0.05829285218598196, 0.05065926439972242]",first,TA
DOTUSDT,2024-01-11-00:00,2024-01-12-00:00,"[0.131852879944483, 0.1054823039555864, 0.10756419153365718, 0.10340041637751561, 0.09646079111727966, 0.09715475364330327, 0.08119361554476058, 0.0916030534351145, 0.0916030534351145, 0.0936849410131853]",second,TA
DOTUSDT,2024-01-12-00:00,2024-01-13-00:00,"[0.3386537126995142, 0.20333102012491325, 0.13462873004857737, 0.08674531575294935, 0.0652324774462179, 0.061068702290076333, 0.0395558639833449, 0.03678001387925052, 0.034004163775156145]",first,TA
DOTUSDT,2024-01-12-00:00,2024-01-13-00:00,"[0.11242192921582235, 0.10756419153365718, 0.11866759195003469, 0.10340041637751561, 0.0936849410131853, 0.09784871616932686, 0.10062456627342123, 0.10062456627342123, 0.0922970159611381, 0.07286606523247745]",second,TA
DOTUSDT,2024-01-13-00:00,2024-01-14-00:00,"[0.3192227619708536, 0.1825121443442054, 0.11866759195003469, 0.08327550312283137, 0.08396946564885496, 0.055517002081887576, 0.055517002081887576, 0.0527411519777932, 0.048577376821651634]",first,TA
DOTUSDT,2024-01-13-00:00,2024-01-14-00:00,"[0.12421929215822346, 0.10895211658570438, 0.1040943789035392, 0.11242192921582235, 0.10201249132546843, 0.09299097848716169, 0.10201249132546843, 0.08605135322692574, 0.0922970159611381, 0.07494795281054822]",second,TA
DOTUSDT,2024-01-14-00:00,2024-01-15-00:00,"[0.3289382373351839, 0.1707147814018043, 0.11172796668979876, 0.0798056904927134, 0.07494795281054822, 0.06037473976405274, 0.06315058986814712, 0.055517002081887576, 0.054823039555863984]",first,TA
DOTUSDT,2024-01-14-00:00,2024-01-15-00:00,"[0.11589174184594032, 0.10687022900763359, 0.10895211658570438, 0.11658570437196392, 0.09993060374739764, 0.09923664122137404, 0.09715475364330327, 0.08605135322692574, 0.08188757807078417, 0.08743927827897294]",second,TA
DOTUSDT,2024-01-15-00:00,2024-01-16-00:00,"[0.3247744621790423, 0.18806384455239417, 0.12560721721027066, 0.08466342817487855, 0.0652324774462179, 0.06037473976405274, 0.062456627342123525, 0.046495489243580844, 0.04233171408743928]",first,TA
DOTUSDT,2024-01-15-00:00,2024-01-16-00:00,"[0.11519777931991672, 0.12352532963219987, 0.12144344205412907, 0.11103400416377515, 0.11450381679389313, 0.08813324080499653, 0.08396946564885496, 0.07494795281054822, 0.08882720333102012, 0.0784177654406662]",second,TA
DOTUSDT,2024-01-16-00:00,2024-01-17-00:00,"[0.33726578764746706, 0.16516308119361556, 0.10062456627342123, 0.0922970159611381, 0.07633587786259542, 0.05759888965995836, 0.054823039555863984, 0.06315058986814712, 0.0527411519777932]",first,TA
DOTUSDT,2024-01-16-00:00,2024-01-17-00:00,"[0.12005551700208189, 0.11589174184594032, 0.11727966689798751, 0.1054823039555864, 0.08396946564885496, 0.09715475364330327, 0.0936849410131853, 0.10062456627342123, 0.09437890353920889, 0.07147814018043026]",second,TA
DOTUSDT,2024-01-17-00:00,2024-01-18-00:00,"[0.3275503122831367, 0.17904233171408743, 0.10756419153365718, 0.09923664122137404, 0.07633587786259542, 0.06037473976405274, 0.0520471894517696, 0.04718945176960444, 0.05065926439972242]",first,TA
DOTUSDT,2024-01-17-00:00,2024-01-18-00:00,"[0.11658570437196392, 0.12074947952810548, 0.11380985426786953, 0.10687022900763359, 0.09923664122137404, 0.09576682859125607, 0.08743927827897294, 0.08466342817487855, 0.09299097848716169, 0.08188757807078417]",second,TA
DOTUSDT,2024-01-18-00:00,2024-01-19-00:00,"[0.3275503122831367, 0.16863289382373353, 0.1193615544760583, 0.08535739070090215, 0.08049965301873699, 0.0652324774462179, 0.0652324774462179, 0.048577376821651634, 0.0395558639833449]",first,TA
DOTUSDT,2024-01-18-00:00,2024-01-19-00:00,"[0.11589174184594032, 0.10895211658570438, 0.10270645385149202, 0.11103400416377515, 0.09437890353920889, 0.10270645385149202, 0.0936849410131853, 0.08882720333102012, 0.09437890353920889, 0.08743927827897294]",second,TA
DOTUSDT,2024-01-19-00:00,2024-01-20-00:00,"[0.3053435114503817, 0.17765440666204024, 0.12630117973629423, 0.0916030534351145, 0.08258154059680778, 0.062456627342123525, 0.05690492713393477, 0.04996530187369882, 0.04718945176960444]",first,TA
DOTUSDT,2024-01-19-00:00,2024-01-20-00:00,"[0.1304649548924358, 0.11450381679389313, 0.10687022900763359, 0.10895211658570438, 0.0916030534351145, 0.08188757807078417, 0.08882720333102012, 0.09576682859125607, 0.09437890353920889, 0.08674531575294935]",second,TA
DOTUSDT,2024-01-20-00:00,2024-01-21-00:00,"[0.32061068702290074, 0.14920194309507287, 0.12144344205412907, 0.08743927827897294, 0.07286606523247745, 0.06731436502428868, 0.05829285218598196, 0.06870229007633588, 0.05412907702984039]",first,TA
DOTUSDT,2024-01-20-00:00,2024-01-21-00:00,"[0.11380985426786953, 0.12491325468424705, 0.10687022900763359, 0.09993060374739764, 0.09715475364330327, 0.10478834142956281, 0.08882720333102012, 0.09923664122137404, 0.06870229007633588, 0.09576682859125607]",second,TA
DOTUSDT,2024-01-21-00:00,2024-01-22-00:00,"[0.2866065232477446, 0.16030534351145037, 0.10964607911172797, 0.10478834142956281, 0.0784177654406662, 0.07494795281054822, 0.06800832755031229, 0.05898681471200555, 0.05829285218598196]",first,TA
